row_name,run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_seed_peak_density,u_seed_sigma_mm,u_preop_time,u_diffusivity_ratio,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,u_core_threshold,u_edema_threshold_ratio,front_speed_mm_per_day,front_width_mm,seed_peak_density,seed_sigma_mm,preop_time,diffusivity_ratio,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,core_threshold,edema_threshold_ratio,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k,edema_threshold
r0000_AB-gaussian_seed_x_fraction,r0000_AB-gaussian_seed_x_fraction,10,0,AB:gaussian_seed_x_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.0977607686072588,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,3.401667143701225,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.0017908604768118186,0.003678610580884039,9.851571038365364,0.717032967032967,0.5848623853211009,0.28846153846153844,0.510537285078317,0.3849196694791317,0.07094772183146676,0.006131331874852467,3866.865523291445,21.968819064609928,5.466462613461878,1.9486172312101522,130,127,52,0.196515843029119
r0000_AB-gaussian_seed_y_fraction,r0000_AB-gaussian_seed_y_fraction,11,0,AB:gaussian_seed_y_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.774904883466661,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,3.401667143701225,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.0017908604768118186,0.003678610580884039,9.851571038365364,0.7774725274725275,0.5756880733944955,0.28846153846153844,0.510537285078317,0.3849196694791317,0.07094772183146676,0.006131331874852467,3866.865523291445,21.968819064609928,5.466462613461878,1.9486172312101522,141,125,52,0.196515843029119
r0000_AB-gaussian_seed_z_fraction,r0000_AB-gaussian_seed_z_fraction,12,0,AB:gaussian_seed_z_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.3488101102411747,0.20179095026105642,0.3854847699403763,0.041713500371627334,3.401667143701225,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.0017908604768118186,0.003678610580884039,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.07094772183146676,0.006131331874852467,3866.865523291445,21.968819064609928,5.466462613461878,1.9486172312101522,141,132,47,0.196515843029119
r0000_AB-core_threshold,r0000_A,13,0,AB:core_threshold,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.6233000382781029,0.3854847699403763,0.041713500371627334,3.401667143701225,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.0017908604768118186,0.003678610580884039,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.6369900114834308,0.3849196694791317,0.07094772183146676,0.006131331874852467,3866.865523291445,21.968819064609928,5.466462613461878,1.9486172312101522,141,132,47,0.2451899846817105
r0000_AB-edema_threshold_ratio,r0000_A,14,0,AB:edema_threshold_ratio,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.4192419545724988,0.041713500371627334,3.401667143701225,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.0017908604768118186,0.003678610580884039,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3967346841003746,0.07094772183146676,0.006131331874852467,3866.865523291445,21.968819064609928,5.466462613461878,1.9486172312101522,141,132,47,0.20254784851700897
r0000_B,r0000_B,15,0,B,0.46254704613238573,0.4323244160041213,0.19038886204361916,0.4861564636230469,0.2393618831411004,0.3004206856712699,0.3100081468001008,0.00786308478564024,0.07198528572916985,0.0977607686072588,0.774904883466661,0.3488101102411747,0.6233000382781029,0.4192419545724988,0.07999139107762947,2.4571283977777485,0.6761555448174477,8.801403494595494,70.69152013398707,3.9887918274369274,0.00025840924610037925,0.000521270560581933,4.575882285833359,0.717032967032967,0.5665137614678899,0.2774725274725275,0.6369900114834308,0.3967346841003746,0.09827455929729449,0.016277413738324475,7260.594971507121,38.73235173733889,4.302680045924568,3.5819876171532474,130,123,50,0.2527160309809729
r0001_A,r0001_A,16,1,A,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-front_speed_mm_per_day,r0001_AB-front_speed_mm_per_day,17,1,AB:front_speed_mm_per_day,0.9174970425665379,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.20987936338642169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.24980599747751114,0.0440835564601038,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-front_width_mm,r0001_AB-front_width_mm,18,1,AB:front_width_mm,0.7150447107851505,0.8727979334071279,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,6.14066031919274,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.419500915536482,0.011125070308679224,11489.374484173297,52.893411459753416,4.8471685749458615,1.6749456250231998,151,108,60,0.3248136152257281
r0001_AB-seed_peak_density,r0001_AB-seed_peak_density,19,1,AB:seed_peak_density,0.7150447107851505,0.4170825984328985,0.5134669607505202,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.805386784300208,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,13801.352960273389,52.893411459753416,7.892135134231821,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-seed_sigma_mm,r0001_AB-seed_sigma_mm,20,1,AB:seed_sigma_mm,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6784743862226605,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,11.007820163887615,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,14084.875133443042,60.586052380245384,5.187685777247953,4.624217015600147,151,108,60,0.3248136152257281
r0001_AB-preop_time,r0001_AB-preop_time,21,1,AB:preop_time,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.725689236074686,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,153.36717013269663,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-diffusivity_ratio,r0001_AB-diffusivity_ratio,22,1,AB:diffusivity_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.783332135528326,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,36.86924727033083,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-chemo_kill_rate,r0001_AB-chemo_kill_rate,23,1,AB:chemo_kill_rate,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.8175222808495164,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.003802885895225217,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-rt_alpha,r0001_AB-rt_alpha,24,1,AB:rt_alpha,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.7129552466794848,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.021852514270146128,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-rt_alpha_beta_ratio,r0001_AB-rt_alpha_beta_ratio,25,1,AB:rt_alpha_beta_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.8366809720173478,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,10.693447776138783,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-gaussian_seed_x_fraction,r0001_AB-gaussian_seed_x_fraction,26,1,AB:gaussian_seed_x_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.5617709886282682,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.7884615384615384,0.49770642201834864,0.36538461538461536,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,143,108,66,0.3248136152257281
r0001_AB-gaussian_seed_y_fraction,r0001_AB-gaussian_seed_y_fraction,27,1,AB:gaussian_seed_y_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2648090086877346,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3248136152257281
r0001_AB-gaussian_seed_z_fraction,r0001_AB-gaussian_seed_z_fraction,28,1,AB:gaussian_seed_z_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.6529395207762718,0.6270097177475691,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3159340659340659,0.6381029153242708,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,57,0.3248136152257281
r0001_AB-core_threshold,r0001_A,29,1,AB:core_threshold,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.3344055311754346,0.7400861093774438,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.5503216593526303,0.5090301382821053,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.28013031035990704
r0001_AB-edema_threshold_ratio,r0001_A,30,1,AB:edema_threshold_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.8533569788560271,0.13663055558547169,2.3804722241088383,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,8.166307813889743e-05,0.07006170745644132,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5486749425996095,0.162622621267887,0.028698204121373683,11489.374484173297,52.893411459753416,4.8471685749458615,4.320685632127414,151,108,60,0.3501110804381877
r0001_B,r0001_B,31,1,B,0.9174970425665379,0.8727979334071279,0.5134669607505202,0.6784743862226605,0.725689236074686,0.783332135528326,0.8175222808495164,0.7129552466794848,0.8366809720173478,0.5617709886282682,0.2648090086877346,0.6529395207762718,0.3344055311754346,0.8533569788560271,0.20987936338642169,6.14066031919274,0.805386784300208,11.007820163887615,153.36717013269663,36.86924727033083,0.003802885895225217,0.021852514270146128,10.693447776138783,0.7884615384615384,0.49770642201834864,0.3434065934065934,0.5503216593526303,0.5486749425996095,0.6443989392822167,0.017089315519573694,16919.13980049996,60.586052380245384,8.446563505052136,1.79261180259108,143,108,62,0.3019477048566263
r0002_A,r0002_A,32,2,A,0.9212938509881496,0.8620991772040725,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,6.005554807126193,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.002906182267014652,0.009980991900343765,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.6353149127824711,0.017615005382411838,5243.492320769893,24.052982485642378,6.995541424268575,1.1549051836473436,143,110,58,0.18168540552934098
r0002_AB-front_speed_mm_per_day,r0002_AB-front_speed_mm_per_day,33,2,AB:front_speed_mm_per_day,0.7007767129689455,0.8620991772040725,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.13255911451144473,6.005554807126193,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.002906182267014652,0.009980991900343765,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.39804551369129915,0.011036375386513003,5243.492320769893,24.052982485642378,6.995541424268575,1.1549051836473436,143,110,58,0.18168540552934098
r0002_AB-front_width_mm,r0002_AB-front_width_mm,34,2,AB:front_width_mm,0.9212938509881496,0.08355869725346565,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,1.189764545042526,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.002906182267014652,0.009980991900343765,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.12586266921891165,0.0889149711955116,5243.492320769893,24.052982485642378,6.995541424268575,5.8295957854252185,143,110,58,0.18168540552934098
r0002_AB-seed_peak_density,r0002_AB-seed_peak_density,35,2,AB:seed_peak_density,0.9212938509881496,0.8620991772040725,0.9213967006653547,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,6.005554807126193,0.9685586802661419,6.935846377428263,76.3571353442967,53.63383258402854,0.002906182267014652,0.009980991900343765,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.6353149127824711,0.017615005382411838,5089.72287161493,24.052982485642378,6.7877767118051295,1.1549051836473436,143,110,58,0.18168540552934098
