row_name,run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_seed_peak_density,u_seed_sigma_mm,u_preop_time,u_diffusivity_ratio,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,u_core_threshold,u_edema_threshold_ratio,front_speed_mm_per_day,front_width_mm,seed_peak_density,seed_sigma_mm,preop_time,diffusivity_ratio,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,core_threshold,edema_threshold_ratio,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k,edema_threshold
r0001_AB-front_width_mm,r0001_AB-front_width_mm,18,1,AB:front_width_mm,0.7150447107851505,0.8727979334071279,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,3.3533332578025585,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.22908389303840165,0.020372349701235148,11489.374484173297,52.893411459753416,4.8471685749458615,3.067178638584043,151,108,60,0.3248136152257281
r0001_AB-seed_peak_density,r0001_AB-seed_peak_density,19,1,AB:seed_peak_density,0.7150447107851505,0.4170825984328985,0.5134669607505202,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.805386784300208,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,13801.352960273389,52.893411459753416,7.892135134231821,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-seed_sigma_mm,r0001_AB-seed_sigma_mm,20,1,AB:seed_sigma_mm,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6784743862226605,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,11.007820163887615,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,14084.875133443042,60.586052380245384,5.187685777247953,6.1743689926820595,151,108,60,0.3248136152257281
r0001_AB-preop_time,r0001_AB-preop_time,21,1,AB:preop_time,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.725689236074686,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,153.36717013269663,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-diffusivity_ratio,r0001_AB-diffusivity_ratio,22,1,AB:diffusivity_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.783332135528326,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,36.86924727033083,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-chemo_kill_rate,r0001_AB-chemo_kill_rate,23,1,AB:chemo_kill_rate,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.8175222808495164,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.018294057062890383,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-rt_alpha,r0001_AB-rt_alpha,24,1,AB:rt_alpha,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.7129552466794848,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.06936926303198916,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-rt_alpha_beta_ratio,r0001_AB-rt_alpha_beta_ratio,25,1,AB:rt_alpha_beta_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.8366809720173478,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,10.693447776138783,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-gaussian_seed_x_fraction,r0001_AB-gaussian_seed_x_fraction,26,1,AB:gaussian_seed_x_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.5617709886282682,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.7884615384615384,0.49770642201834864,0.36538461538461536,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,143,108,66,0.3248136152257281
r0001_AB-gaussian_seed_y_fraction,r0001_AB-gaussian_seed_y_fraction,27,1,AB:gaussian_seed_y_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2648090086877346,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-gaussian_seed_z_fraction,r0001_AB-gaussian_seed_z_fraction,28,1,AB:gaussian_seed_z_fraction,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.6529395207762718,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3159340659340659,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,57,0.3248136152257281
r0001_AB-core_threshold,r0001_A,29,1,AB:core_threshold,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.3344055311754346,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.5503216593526303,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.28013031035990704
r0001_AB-edema_threshold_ratio,r0001_A,30,1,AB:edema_threshold_ratio,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.8533569788560271,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5486749425996095,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3501110804381877
r0001_B,r0001_B,31,1,B,0.9174970425665379,0.8727979334071279,0.5134669607505202,0.6784743862226605,0.725689236074686,0.783332135528326,0.8175222808495164,0.7129552466794848,0.8366809720173478,0.5617709886282682,0.2648090086877346,0.6529395207762718,0.3344055311754346,0.8533569788560271,0.20987936338642169,3.3533332578025585,0.805386784300208,11.007820163887615,153.36717013269663,36.86924727033083,0.018294057062890383,0.06936926303198916,10.693447776138783,0.7884615384615384,0.49770642201834864,0.3434065934065934,0.5503216593526303,0.5486749425996095,0.3518977246850582,0.03129414037481556,16919.13980049996,60.586052380245384,8.446563505052136,3.282650222215327,143,108,62,0.3019477048566263
r0002_A,r0002_A,32,2,A,0.9212938509881496,0.8620991772040725,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,3.3039648866800126,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.015273541032775784,0.04019931632611318,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.3495194417885782,0.03201846383972866,5243.492320769893,24.052982485642378,6.995541424268575,2.0992494216237705,143,110,58,0.18168540552934098
r0002_AB-front_speed_mm_per_day,r0002_AB-front_speed_mm_per_day,33,2,AB:front_speed_mm_per_day,0.7007767129689455,0.8620991772040725,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.13255911451144473,3.3039648866800126,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.015273541032775784,0.04019931632611318,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.21898532987760413,0.020060611879662963,5243.492320769893,24.052982485642378,6.995541424268575,2.0992494216237705,143,110,58,0.18168540552934098
r0002_AB-front_width_mm,r0002_AB-front_width_mm,34,2,AB:front_width_mm,0.9212938509881496,0.08355869725346565,0.994551339186728,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,1.122812783509409,0.9978205356746912,6.935846377428263,76.3571353442967,53.63383258402854,0.015273541032775784,0.04019931632611318,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.1187799842871927,0.09421684701634027,5243.492320769893,24.052982485642378,6.995541424268575,6.177206458008002,143,110,58,0.18168540552934098
r0002_AB-seed_peak_density,r0002_AB-seed_peak_density,35,2,AB:seed_peak_density,0.9212938509881496,0.8620991772040725,0.9213967006653547,0.2813609167933464,0.2726890314370394,0.8647194160148501,0.7667665556073189,0.5650529116392136,0.21056050062179565,0.5541362576186657,0.3070506174117327,0.5542750675231218,0.4845891138538718,0.15760115813463926,0.21157576050379434,3.3039648866800126,0.9685586802661419,6.935846377428263,76.3571353442967,53.63383258402854,0.015273541032775784,0.04019931632611318,5.684484004974365,0.7884615384615384,0.5068807339449541,0.32142857142857145,0.5953767341561615,0.30516040534712374,0.3495194417885782,0.03201846383972866,5089.72287161493,24.052982485642378,6.7877767118051295,2.0992494216237705,143,110,58,0.18168540552934098
