run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_diffusivity_ratio,u_resection_time,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_seed_peak_density,u_seed_sigma_mm,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,front_speed_mm_per_day,front_width_mm,diffusivity_ratio,resection_time,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,seed_peak_density,seed_sigma_mm,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k
r0000_AB-gaussian_seed_x_fraction,10,0,AB:gaussian_seed_x_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.00786308478564024,0.9820169974118471,0.4405437568202615,0.041713500371627334,2.2618365104913205,16.40832881560526,71.20799823664129,0.020220974373813937,0.0040193866045829495,9.40311686694622,0.7506653651595115,11.707391113114976,0.10714285714285714,0.5206422018348624,0.3269230769230769,0.04717455906046999,0.009221157271567398,18971.276890143563,68.53150333772176,7.836615097158872,5.176055412852043,19,113,59
r0000_AB-gaussian_seed_y_fraction,11,0,AB:gaussian_seed_y_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.07198528572916985,0.4405437568202615,0.041713500371627334,2.2618365104913205,16.40832881560526,71.20799823664129,0.020220974373813937,0.0040193866045829495,9.40311686694622,0.7506653651595115,11.707391113114976,0.48626373626373626,0.17660550458715596,0.4258241758241758,0.04717455906046999,0.009221157271567398,18971.276890143563,68.53150333772176,7.836615097158872,5.176055412852043,88,38,77
r0000_AB-gaussian_seed_z_fraction,12,0,AB:gaussian_seed_z_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.0977607686072588,0.041713500371627334,2.2618365104913205,16.40832881560526,71.20799823664129,0.020220974373813937,0.0040193866045829495,9.40311686694622,0.7506653651595115,11.707391113114976,0.48626373626373626,0.8830275229357798,0.3159340659340659,0.04717455906046999,0.009221157271567398,18971.276890143563,68.53150333772176,7.836615097158872,5.176055412852043,88,192,57
r0000_B,13,0,B,0.20179095026105642,0.3854847699403763,0.46254704613238573,0.4323244160041213,0.19038886204361916,0.4861564636230469,0.2393618831411004,0.3004206856712699,0.3100081468001008,0.00786308478564024,0.07198528572916985,0.0977607686072588,0.04601867882289812,1.7064161676892087,8.415774542338575,103.49515072070062,0.001967765571960517,0.013141974052433114,5.914895065128803,0.7201682742685079,7.1708495864861375,0.10714285714285714,0.3876146788990826,0.3708791208791209,0.039263508779545174,0.01348401395106787,4182.304284612596,25.710541896004205,4.332940914778326,4.202286477510785,19,84,67
r0001_A,14,1,A,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-front_speed_mm_per_day,15,1,AB:front_speed_mm_per_day,0.9164142711088061,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.20939808322631817,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.14294560038368445,0.07668574118609381,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-front_width_mm,16,1,AB:front_width_mm,0.7138753347098827,0.9973559295758605,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,3.9853649987135906,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.2715871123958523,0.017099088217614956,9487.650037285923,39.719381846233794,7.4493085961118295,2.2363930605627242,161,93,78
r0001_AB-diffusivity_ratio,17,1,AB:diffusivity_ratio,0.7138753347098827,0.22460899036377668,0.9048155201599002,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,64.51059392795283,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-resection_time,18,1,AB:resection_time,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.9909806195646524,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,198.46670532599092,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-chemo_kill_rate,19,1,AB:chemo_kill_rate,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.5761975646018982,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.007756900965722008,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-rt_alpha,20,1,AB:rt_alpha,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.7555015059188008,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.05475598891352704,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-rt_alpha_beta_ratio,21,1,AB:rt_alpha_beta_ratio,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.9260074766352773,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,11.408059813082218,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_AB-seed_peak_density,22,1,AB:seed_peak_density,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.5807855166494846,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.8323142066597938,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9281.236195625817,39.719381846233794,7.210928885985449,6.528120337974872,161,93,78
r0001_AB-seed_sigma_mm,23,1,AB:seed_sigma_mm,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.9638352692127228,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,15.340918746233122,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,48379.798032679115,117.67189398926341,12.821861966152174,11.23629888492378,161,93,78
r0001_AB-gaussian_seed_x_fraction,24,1,AB:gaussian_seed_x_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.5050529474392533,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.49725274725274726,0.4151376146788991,0.6510989010989011,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,90,90,118
r0001_AB-gaussian_seed_y_fraction,25,1,AB:gaussian_seed_y_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.6178045971319079,0.7898861272260547,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4518348623853211,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,98,78
r0001_AB-gaussian_seed_z_fraction,26,1,AB:gaussian_seed_z_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7516436278820038,0.1362922153847972,1.3652999891998854,2.411507578280968,144.23626468516886,0.001112545804266621,0.027070688187125127,4.228935830295086,0.85082479827106,8.912842626932644,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09303988009644602,0.049912918941964285,9487.650037285923,39.719381846233794,7.4493085961118295,6.528120337974872,161,93,78
r0001_B,27,1,B,0.9164142711088061,0.9973559295758605,0.9048155201599002,0.9909806195646524,0.5761975646018982,0.7555015059188008,0.9260074766352773,0.5807855166494846,0.9638352692127228,0.5050529474392533,0.6178045971319079,0.7516436278820038,0.20939808322631817,3.9853649987135906,64.51059392795283,198.46670532599092,0.007756900965722008,0.05475598891352704,11.408059813082218,0.8323142066597938,15.340918746233122,0.49725274725274726,0.6032110091743119,0.6730769230769231,0.4172638958439419,0.026270878990244103,47327.244457091925,117.67189398926341,12.411559224718273,3.8493133630633367,90,131,122
r0002_A,28,2,A,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-front_speed_mm_per_day,29,2,AB:front_speed_mm_per_day,0.34110998921096325,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.06183320102500548,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.09856027300501954,0.009697986400676926,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-front_width_mm,30,2,AB:front_width_mm,0.9806788312271237,0.13281796034425497,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,1.2021658313861756,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.14423913142713005,0.0998054686786807,3858.736750484556,20.729718009423724,5.936595539344233,5.356083204170758,100,25,85
r0002_AB-diffusivity_ratio,31,2,AB:diffusivity_ratio,0.9806788312271237,0.8363122791051865,0.618065694347024,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,17.223895769742377,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-resection_time,32,2,AB:resection_time,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.05103091709315777,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,38.67525590583682,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-chemo_kill_rate,33,2,AB:chemo_kill_rate,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.9102866845205426,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.025441609404075527,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-rt_alpha,34,2,AB:rt_alpha,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.1685819337144494,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.002442935981559432,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-rt_alpha_beta_ratio,35,2,AB:rt_alpha_beta_ratio,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.6819585859775543,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,9.455668687820435,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,85
r0002_AB-seed_peak_density,36,2,AB:seed_peak_density,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.09403377491980791,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.6376135099679231,6.43890021811547,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,2680.7875506291857,20.729718009423724,2.245370359636758,2.0197682059302373,100,25,85
r0002_AB-seed_sigma_mm,37,2,AB:seed_sigma_mm,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2448060642927885,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.647124029538569,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.38249774749039384,0.037636441543363805,4245.329597465498,22.09212893203453,6.128575614854926,2.0850843033666844,100,25,85
r0002_AB-gaussian_seed_x_fraction,38,2,AB:gaussian_seed_x_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.8201521039009094,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.75,0.19495412844036697,0.4807692307692308,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,136,42,87
r0002_AB-gaussian_seed_y_fraction,39,2,AB:gaussian_seed_y_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.35832513868808746,0.7464181073009968,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.3876146788990826,0.6456043956043956,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,84,117
r0002_AB-gaussian_seed_z_fraction,40,2,AB:gaussian_seed_z_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.2539360886439681,0.2399654484619862,3.1879401800712714,67.12292330181758,76.10377206467092,0.004846471055405796,0.16539033646177878,11.07575847953558,0.9177835382521152,6.43890021811547,0.5521978021978022,0.11697247706422019,0.36538461538461536,0.38249774749039384,0.037636441543363805,3858.736750484556,20.729718009423724,5.936595539344233,2.0197682059302373,100,25,66
r0002_B,41,2,B,0.34110998921096325,0.13281796034425497,0.618065694347024,0.05103091709315777,0.9102866845205426,0.1685819337144494,0.6819585859775543,0.09403377491980791,0.2448060642927885,0.8201521039009094,0.35832513868808746,0.2539360886439681,0.06183320102500548,1.2021658313861756,17.223895769742377,38.67525590583682,0.025441609404075527,0.002442935981559432,9.455668687820435,0.6376135099679231,6.647124029538569,0.75,0.4105504587155963,0.36538461538461536,0.03716688075874712,0.02571741743554122,2949.3659373819655,22.09212893203453,2.317982072584976,5.529290432314152,136,89,66
r0003_A,42,3,A,0.41409105714410543,0.4760639285668731,0.26072743348777294,0.8414064655080438,0.6815029373392463,0.166895623318851,0.2884784583002329,0.04509772825986147,0.9524516966193914,0.06566881574690342,0.6737346928566694,0.02306760661303997,0.07218119470269384,1.9347241142559828,3.3224225592811596,173.03909913636744,0.011279423619117624,0.0024212065236797376,6.307827666401863,0.6180390913039445,15.139131392375045,0.1510989010989011,0.5252293577981652,0.21153846153846154,0.06982534899355398,0.0186541311422202,33774.47621362824,114.59664965779778,3.684881671674173,7.824956168594067,27,114,38
r0003_AB-front_speed_mm_per_day,43,3,AB:front_speed_mm_per_day,0.5561567265540361,0.4760639285668731,0.26072743348777294,0.8414064655080438,0.6815029373392463,0.166895623318851,0.2884784583002329,0.04509772825986147,0.9524516966193914,0.06566881574690342,0.6737346928566694,0.02306760661303997,0.09755303798042188,1.9347241142559828,3.3224225592811596,173.03909913636744,0.011279423619117624,0.0024212065236797376,6.307827666401863,0.6180390913039445,15.139131392375045,0.1510989010989011,0.5252293577981652,0.21153846153846154,0.09436910749982598,0.02521109786703022,33774.47621362824,114.59664965779778,3.684881671674173,7.824956168594067,27,114,38
