run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_diffusivity_ratio,u_resection_time,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_seed_peak_density,u_seed_relative_width,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,front_speed_mm_per_day,front_width_mm,diffusivity_ratio,resection_time,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,seed_peak_density,seed_relative_width,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_sigma_mm,seed_enhancing_radius_mm,seed_voxel_i,seed_voxel_j,seed_voxel_k
r0000_AB-gaussian_seed_x_fraction,10,0,AB:gaussian_seed_x_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.00786308478564024,0.9820169974118471,0.4405437568202615,0.041713500371627334,2.5793882741221434,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,3.3206056017059846,0.10714285714285714,0.5206422018348624,0.3269230769230769,0.05379765686558261,0.008085928898359419,7428.792591951709,36.68073582569216,8.56513115202472,5.733270157850197,19,113,59
r0000_AB-gaussian_seed_y_fraction,11,0,AB:gaussian_seed_y_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.07198528572916985,0.4405437568202615,0.041713500371627334,2.5793882741221434,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,3.3206056017059846,0.48626373626373626,0.17660550458715596,0.4258241758241758,0.05379765686558261,0.008085928898359419,7428.792591951709,36.68073582569216,8.56513115202472,5.733270157850197,88,38,77
r0000_AB-gaussian_seed_z_fraction,12,0,AB:gaussian_seed_z_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.0977607686072588,0.041713500371627334,2.5793882741221434,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,3.3206056017059846,0.48626373626373626,0.8830275229357798,0.3159340659340659,0.05379765686558261,0.008085928898359419,7428.792591951709,36.68073582569216,8.56513115202472,5.733270157850197,88,192,57
r0000_B,13,0,B,0.20179095026105642,0.3854847699403763,0.46254704613238573,0.4323244160041213,0.19038886204361916,0.4861564636230469,0.2393618831411004,0.3004206856712699,0.3100081468001008,0.00786308478564024,0.07198528572916985,0.0977607686072588,0.04601867882289812,1.8596974317823554,8.415774542338575,103.49515072070062,0.0008844466161732659,0.04290462809280836,5.914895065128803,0.7201682742685079,2.4794294010064784,0.10714285714285714,0.3876146788990826,0.3708791208791209,0.042790409410480346,0.012372625255172097,1111.9516461821684,10.63060742440105,4.610988489337411,2.786160892382092,19,84,67
r0001_A,14,1,A,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-front_speed_mm_per_day,15,1,AB:front_speed_mm_per_day,0.9164142711088061,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.20939808322631817,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.15029261924787785,0.07293697700906095,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-front_width_mm,16,1,AB:front_width_mm,0.7138753347098827,0.9973559295758605,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,4.978767872433314,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.3392836516102949,0.013687343824505918,37185.83184392662,98.73740532331625,14.052573097003712,11.74506921648923,161,93,78
r0001_AB-diffusivity_ratio,17,1,AB:diffusivity_ratio,0.7138753347098827,0.22460899036377668,0.9048155201599002,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,64.51059392795283,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-resection_time,18,1,AB:resection_time,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.9909806195646524,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,198.46670532599092,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-chemo_kill_rate,19,1,AB:chemo_kill_rate,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.5761975646018982,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0028094436085377658,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-rt_alpha,20,1,AB:rt_alpha,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.7555015059188008,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.09614575650943742,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-rt_alpha_beta_ratio,21,1,AB:rt_alpha_beta_ratio,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.9260074766352773,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,11.408059813082218,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_AB-seed_peak_density,22,1,AB:seed_peak_density,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.5807855166494846,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.8323142066597938,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,871.8542218064229,8.207820450473157,4.051622008646206,3.2779618579775134,161,93,78
r0001_AB-seed_relative_width,23,1,AB:seed_relative_width,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.9638352692127228,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,3.9009763967372173,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,2352.9611177536067,15.678573396985819,5.59974524366704,4.680238631571258,161,93,78
r0001_AB-gaussian_seed_x_fraction,24,1,AB:gaussian_seed_x_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.5050529474392533,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.49725274725274726,0.4151376146788991,0.6510989010989011,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,90,90,118
r0001_AB-gaussian_seed_y_fraction,25,1,AB:gaussian_seed_y_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.6178045971319079,0.7898861272260547,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4518348623853211,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,98,78
r0001_AB-gaussian_seed_z_fraction,26,1,AB:gaussian_seed_z_fraction,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7516436278820038,0.1362922153847972,1.435472731480938,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,2.822500156074897,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.09782187934900156,0.04747293779805495,891.2441797277029,8.207820450473157,4.051622008646206,3.386325095206031,161,93,78
r0001_B,27,1,B,0.9164142711088061,0.9973559295758605,0.9048155201599002,0.9909806195646524,0.5761975646018982,0.7555015059188008,0.9260074766352773,0.5807855166494846,0.9638352692127228,0.5050529474392533,0.6178045971319079,0.7516436278820038,0.20939808322631817,4.978767872433314,64.51059392795283,198.46670532599092,0.0028094436085377658,0.09614575650943742,11.408059813082218,0.8323142066597938,3.9009763967372173,0.49725274725274726,0.6032110091743119,0.6730769230769231,0.5212722246581551,0.021029106858518522,96037.91284572514,188.6081287633809,19.422055955195933,15.713400334181223,90,131,122
r0002_A,28,2,A,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-front_speed_mm_per_day,29,2,AB:front_speed_mm_per_day,0.34110998921096325,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.06183320102500548,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.1187815345403923,0.008047009924127959,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-front_width_mm,30,2,AB:front_width_mm,0.9806788312271237,0.13281796034425497,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,1.2383282206724706,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.14857799340840142,0.09689089066050423,345.12674133684817,4.145870197863017,2.8795382261268965,2.654902733311712,100,25,85
r0002_AB-diffusivity_ratio,31,2,AB:diffusivity_ratio,0.9806788312271237,0.8363122791051865,0.618065694347024,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,17.223895769742377,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-resection_time,32,2,AB:resection_time,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.05103091709315777,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,38.67525590583682,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-chemo_kill_rate,33,2,AB:chemo_kill_rate,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.9102866845205426,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.007643289080418774,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-rt_alpha,34,2,AB:rt_alpha,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.1685819337144494,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.016570291653159732,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-rt_alpha_beta_ratio,35,2,AB:rt_alpha_beta_ratio,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.6819585859775543,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,9.455668687820435,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,85
r0002_AB-seed_peak_density,36,2,AB:seed_peak_density,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.09403377491980791,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.6376135099679231,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,7160.7768271361065,39.907870549207736,8.933965586368434,3.115448421643295,100,25,85
r0002_AB-seed_relative_width,37,2,AB:seed_relative_width,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2448060642927885,0.5731158247217536,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.369866948762458,0.5521978021978022,0.11697247706422019,0.4697802197802198,0.4609734532983547,0.031229247608263344,10910.723518603194,41.45074373273956,9.105025396201766,8.394733777770435,100,25,85
r0002_AB-gaussian_seed_x_fraction,38,2,AB:gaussian_seed_x_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.8201521039009094,0.032143463380634785,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.75,0.19495412844036697,0.4807692307692308,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,136,42,87
r0002_AB-gaussian_seed_y_fraction,39,2,AB:gaussian_seed_y_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.35832513868808746,0.7464181073009968,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.3876146788990826,0.6456043956043956,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,84,117
r0002_AB-gaussian_seed_z_fraction,40,2,AB:gaussian_seed_z_fraction,0.9806788312271237,0.8363122791051865,0.9134354311972857,0.2711986592039466,0.44390894938260317,0.9641378577798605,0.8844698099419475,0.7944588456302881,0.2174437204375863,0.5731158247217536,0.032143463380634785,0.2539360886439681,0.2399654484619862,3.8419985564828445,67.12292330181758,76.10377206467092,0.0018902048049817316,0.17962727142658816,11.07575847953558,0.9177835382521152,2.3253432959503835,0.5521978021978022,0.11697247706422019,0.36538461538461536,0.4609734532983547,0.031229247608263344,10307.251948556353,39.907870549207736,8.933965586368434,8.237018505034799,100,25,66
r0002_B,41,2,B,0.34110998921096325,0.13281796034425497,0.618065694347024,0.05103091709315777,0.9102866845205426,0.1685819337144494,0.6819585859775543,0.09403377491980791,0.2448060642927885,0.8201521039009094,0.35832513868808746,0.2539360886439681,0.06183320102500548,1.2383282206724706,17.223895769742377,38.67525590583682,0.007643289080418774,0.016570291653159732,9.455668687820435,0.6376135099679231,2.369866948762458,0.75,0.4105504587155963,0.36538461538461536,0.03828489890188911,0.02496640228041768,253.80870683498674,4.306153166176236,2.9346731218915116,1.0233778781939966,136,89,66
r0003_A,42,3,A,0.41409105714410543,0.4760639285668731,0.26072743348777294,0.8414064655080438,0.6815029373392463,0.166895623318851,0.2884784583002329,0.04509772825986147,0.9524516966193914,0.06566881574690342,0.6737346928566694,0.02306760661303997,0.07218119470269384,2.1515646795401726,3.3224225592811596,173.03909913636744,0.003851463335967369,0.01648679402105436,6.307827666401863,0.6180390913039445,3.8703168949574156,0.1510989010989011,0.5252293577981652,0.21153846153846154,0.07765125452466413,0.016774116852977954,5620.675901535691,34.671439108109496,8.327237129817968,2.026858918128261,27,114,38
r0003_AB-front_speed_mm_per_day,43,3,AB:front_speed_mm_per_day,0.5561567265540361,0.4760639285668731,0.26072743348777294,0.8414064655080438,0.6815029373392463,0.166895623318851,0.2884784583002329,0.04509772825986147,0.9524516966193914,0.06566881574690342,0.6737346928566694,0.02306760661303997,0.09755303798042188,2.1515646795401726,3.3224225592811596,173.03909913636744,0.003851463335967369,0.01648679402105436,6.307827666401863,0.6180390913039445,3.8703168949574156,0.1510989010989011,0.5252293577981652,0.21153846153846154,0.10494583545025835,0.022670254561269032,5620.675901535691,34.671439108109496,8.327237129817968,2.026858918128261,27,114,38
